ID,date,utc_start_time,state,home_team,away_team,home_win_probability,projected_home_goals,projected_away_goals,home_playoffs_if_win,home_cup_if_win,home_points_if_win,home_playoffs_if_lose_overtime,home_cup_if_lose_overtime,home_points_if_lose_overtime,home_playoffs_if_lose_regulation,home_cup_if_lose_regulation,home_points_if_lose_regulation,away_playoffs_if_win,away_cup_if_win,away_points_if_win,away_playoffs_if_lose_overtime,away_cup_if_lose_overtime,away_points_if_lose_overtime,away_playoffs_if_lose_regulation,away_cup_if_lose_regulation,away_points_if_lose_regulation,home_record,away_record
2025020001,2025-10-07,2025-10-07 21:00:00,Final,FLA,CHI,1.0,3.0,2.0,,,,,,,,,,,,,,,,,,,11 - 8 - 1,10 - 6 - 4
2025021151,2026-03-27,2026-03-27 23:00:00,Scheduled,NYR,CHI,0.6752,3.6739,2.6117,0.7156398104265402,0.037322274881516584,94.1977191943128,0.6378205128205128,0.028846153846153848,92.64102564102564,0.6238567073170732,0.035823170731707314,92.07278963414635,0.12346059113300492,0.0,80.5006157635468,0.10295857988165681,0.0,79.97396449704142,0.08075165058405281,0.00016929067208396818,78.67411545623835,10 - 10 - 2,10 - 6 - 4
2025020435,2025-12-04,2025-12-05 03:00:00,Scheduled,L.A,CHI,0.6564,3.409,2.4568,0.8193174893357709,0.022242535039609993,95.62187690432663,0.7840236686390533,0.013313609467455622,94.75887573964496,0.7405797101449275,0.016304347826086956,93.63442028985507,0.12223515715948778,0.0,80.59371362048894,0.11059371362048893,0.0,79.65424912689174,0.07887817703768624,0.00017528483786152498,78.60280455740579,10 - 6 - 5,10 - 6 - 4
2025020449,2025-12-06,2025-12-07 02:00:00,Scheduled,L.A,CHI,0.658,3.4272,2.468,0.8153495440729484,0.02066869300911854,95.60106382978724,0.7960893854748603,0.02653631284916201,94.90782122905028,0.7459319526627219,0.01664201183431953,93.61723372781066,0.12134502923976608,0.00029239766081871346,80.44619883040936,0.09080590238365494,0.0,79.51645856980704,0.08247060887875066,0.0,78.71416037901386,10 - 6 - 5,10 - 6 - 4
2025020520,2025-12-16,2025-12-17 00:00:00,Scheduled,TOR,CHI,0.6098,3.4136,2.7508,0.2663168251885864,0.0027877992784519513,83.96441456215153,0.2318840579710145,0.005270092226613966,83.14229249011858,0.19726376073814827,0.001590836780146357,82.03849825007954,0.12173244490005125,0.0,80.53972321886212,0.0926130099228225,0.0,79.65270121278941,0.0782122905027933,0.00019264110961279138,78.45521094201503,9 - 9 - 3,10 - 6 - 4
2025020652,2026-01-03,2026-01-04 00:00:00,Scheduled,WSH,CHI,0.6159,3.4625,2.7536,0.5458678356876117,0.008930021107322618,90.92174054229582,0.49064171122994654,0.012032085561497326,89.94652406417113,0.4481086323957323,0.006466214031684449,88.8748787584869,0.12184326998177558,0.0,80.54855506378547,0.0916289592760181,0.0,79.48303167420815,0.07886255924170617,0.0001895734597156398,78.50654028436018,11 - 8 - 2,10 - 6 - 4
2025020192,2025-11-01,2025-11-02 02:00:00,Final,EDM,CHI,1.0,3.0,2.0,,,,,,,,,,,,,,,,,,,9 - 9 - 5,10 - 6 - 4
2025021200,2026-04-02,2026-04-03 01:00:00,Scheduled,EDM,CHI,0.7504,4.137,2.4492,0.9813432835820896,0.22028251599147122,103.77611940298507,0.974025974025974,0.22077922077922077,102.99814471243043,0.9647419519672968,0.2115482881962187,102.01379662749106,0.13581730769230768,0.0,80.79927884615384,0.0930817610062893,0.0,79.52704402515724,0.08227753763601132,0.00014905351021016544,78.83037710538083,9 - 9 - 5,10 - 6 - 4
2025020419,2025-12-02,2025-12-03 03:00:00,Scheduled,VGK,CHI,0.7012,3.7811,2.5509,0.9664860239589276,0.06531660011409013,102.38605248146035,0.9699842022116903,0.06477093206951026,101.75829383886256,0.9426751592356688,0.056900212314225054,100.62292993630574,0.1251673360107095,0.0,80.6532797858099,0.10236220472440945,0.0,79.71428571428571,0.08165931732810713,0.00016331863465621427,78.70553650171485,10 - 4 - 6,10 - 6 - 4
2025021056,2026-03-14,2026-03-15 02:00:00,Scheduled,VGK,CHI,0.6885,3.7737,2.5618,0.9673202614379085,0.06564996368917937,102.48467683369644,0.9497716894977168,0.0593607305936073,101.29680365296804,0.9467046379170057,0.05777054515866558,100.55004068348251,0.13258426966292136,0.00032102728731942215,80.92648475120386,0.07868020304568528,0.0,79.1015228426396,0.08036739380022963,0.0,78.6212891586026,10 - 4 - 6,10 - 6 - 4
2025020008,2025-10-09,2025-10-09 23:00:00,Final,BOS,CHI,1.0,4.0,3.0,,,,,,,,,,,,,,,,,,,12 - 10 - 0,10 - 6 - 4
2025020331,2025-11-21,2025-11-22 00:00:00,Scheduled,BUF,CHI,0.6122,3.3569,2.6708,0.27523685070238485,0.0053903952956550144,84.08330610911467,0.23803191489361702,0.003989361702127659,83.05319148936171,0.18809980806142035,0.0022392834293026233,81.7680742162508,0.12815884476534295,0.00025786487880350697,80.6253223310985,0.10779816513761468,0.0,80.00573394495413,0.07123809523809524,0.0,78.35085714285714,7 - 9 - 4,10 - 6 - 4
2025020244,2025-11-09,2025-11-09 18:00:00,Final,DET,CHI,0.0,1.0,5.0,,,,,,,,,,,,,,,,,,,12 - 8 - 1,10 - 6 - 4
2025020113,2025-10-23,2025-10-23 22:45:00,Final,T.B,CHI,0.0,2.0,3.0,,,,,,,,,,,,,,,,,,,11 - 7 - 2,10 - 6 - 4
